Track,Artist,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Stream
"Baby, I Love You",Ramones-The Ronettes,spotify:track:29imR7dda5XqwPRFmby7HS,0.735,0.653,8.0,-5.533,0.0269,0.202,0.000307,0.0802,0.93,107.779,224560.0,"RAMONES - Baby, I Love You",46511199.0
"Baby, It's Cold Outside",Dean Martin,spotify:track:4MrfQL4TYQXJBlZYpAHTuE,0.469,0.196,0.0,-16.093,0.0571,0.882,0.0,0.0513,0.537,130.036,143733.0,Baby it's cold outside,168083286.0
"Baby, It's Cold Outside (feat. Darren Criss)",Glee Cast,spotify:track:7irY7Ldcf6BFpycGl62vum,0.52,0.27,8.0,-9.806,0.0299,0.616,0.0,0.109,0.509,110.789,166547.0,"GLEE - Baby, It's Cold Outside (Full Performance) HD",62932751.0
"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,spotify:track:5Q2P43CJra0uRAogjHyJDK,0.583,0.572,1.0,-4.776,0.0366,0.738,0.0,0.266,0.684,113.998,173560.0,Brett Eldredge - Baby It's Cold Outside (feat. Meghan Trainor),167090502.0
"Baby, can I hold you tonight",Tracy Chapman-Luciano Pavarotti,spotify:track:7EphvqYS0DPdZnncTFJz1X,0.462,0.566,2.0,-7.915,0.0421,0.513,5.22e-05,0.84,0.354,71.75,211960.0,Tracy Chapman - Baby Can I Hold You (Official Music Video),
Baby-Baby-Baby,TLC,spotify:track:1zTuB57LYZa7xu7KUH8kF0,0.679,0.597,11.0,-8.601,0.0439,0.0913,0.000673,0.0487,0.9,184.174,315040.0,TLC - Baby-Baby-Baby (Official Video),17810889.0
Babydoll,Dominic Fike,spotify:track:7yNf9YjeO5JXUE3JEBgnYc,0.762,0.604,7.0,-5.296,0.11,0.114,0.0,0.0271,0.847,168.007,97960.0,"Dominic Fike ""Baby Doll"" (Official Audio)",143988805.0
Babylon,Don McLean,spotify:track:5RQTaAUBgRHkjxNSku70LD,0.533,0.179,9.0,-16.179,0.0306,0.842,0.00439,0.114,0.684,108.317,101173.0,"Don McLean - By the Waters of Babylon (audience sing-along) Live in Ireland, December 1975",3028075.0
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.1 in C major BWV846",Daniel Barenboim,spotify:track:1AU8s5RMGA6mzHsFn06Iaa,0.181,0.0187,0.0,-37.066,0.04,0.994,0.895,0.0674,0.246,95.026,100760.0,"Lang Lang – Bach: The Well-Tempered Clavier: Book 1, 1.Prelude C Major, BWV 846",6811679.0
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.2 in C minor BWV847",Daniel Barenboim,spotify:track:12ICG4ARajR8WSmMeGENsM,0.295,0.148,0.0,-22.731,0.0361,0.994,0.86,0.0889,0.163,68.201,93307.0,"Das wohltemperierte Klavier, Book 1, BWV 846-869: Prelude & Fugue No. 2 in C Minor, BWV 847. I....",2844041.0
"Bach, JS : Well-Tempered Clavier Book 2 : Prelude No.3 in C sharp major BWV872",Daniel Barenboim,spotify:track:22aaPppUbLkufXZT0GroV8,0.235,0.0123,1.0,-31.216,0.0431,0.994,0.933,0.11,0.157,133.248,120240.0,"The Well-Tempered Clavier, Book II, Prelude and Fugue No. 3 in C-Sharp Major, BWV 872: Prelude",1774873.0
Bachalo,Akhil,spotify:track:1v8NfOckFEnck9gp7iyetm,0.756,0.538,1.0,-6.625,0.0485,0.654,0.0,0.172,0.516,92.023,165109.0,BACHALO (Official Video) Akhil | Nirmaan | Enzo | Punjabi Song,26187628.0
Bachata En Fukuoka,Juan Luis Guerra 4.40,spotify:track:6IfMD01z39P15HKezjdaMP,0.878,0.555,0.0,-7.301,0.0343,0.77,0.0,0.0663,0.928,132.936,191107.0,Juan Luis Guerra - Bachata En Fukuoka,113764399.0
Bachata Rosa,Natalie Cole-Juan Luis Guerra 4.40,spotify:track:0qLqqJYI7wW8w93fgqd2LN,0.672,0.424,9.0,-8.527,0.0305,0.77,2e-06,0.205,0.486,111.914,242200.0,Bachata Rosa,49430460.0
Bachke Rehna Re Baba - Pukar / Soundtrack Version,R. D. Burman,spotify:track:2wK3g7TTQa9AJMKcuYKbon,0.443,0.589,7.0,-8.085,0.0392,0.552,0.0,0.141,0.963,97.401,384360.0,,2521166.0
Baciami Ancora,Jovanotti,spotify:track:5GGK9bLbV9WSrDTSUEXwk9,0.304,0.688,0.0,-5.053,0.0461,0.0542,0.0,0.0951,0.433,109.487,278160.0,Baciami Ancora,
Back & Forth,MK,spotify:track:4M8x1TR36VMQMFMbGCdoyA,0.684,0.816,10.0,-5.211,0.0322,0.0181,0.0,0.0222,0.702,121.993,196215.0,"MK, Jonas Blue, Becky Hill - Back & Forth (Lyric Video)",146143801.0
Back 2 U (AM 01:27),NCT 127,spotify:track:37SqctQhMp3MjvGDXKhnJ3,0.648,0.754,7.0,-6.266,0.0658,0.548,0.0,0.145,0.375,105.034,235192.0,Back 2 U (AM 01:27),26252470.0
Back Again (feat. Lil Durk),King Von,spotify:track:0rk2IHFiHFnO7t0jvAeHW9,0.87,0.563,5.0,-8.373,0.451,0.0173,0.0,0.119,0.725,159.931,151000.0,Back Again (Ft Lil Durk and Prince Dre) (Music Video),40227835.0
Back Door,Stray Kids,spotify:track:0XuepwFJUcKN8T5zTqoP0F,0.82,0.842,7.0,-3.853,0.272,0.157,0.0,0.112,0.653,107.952,189287.0,"Stray Kids ""Back Door"" M/V",165044982.0
Back In Black,AC/DC,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9.0,-5.678,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0,AC/DC - Back In Black (Official Video),1182379398.0
Back In Time,Huey Lewis & The News,spotify:track:1lr7QGyV5RohlODzAqnuZA,0.758,0.835,7.0,-5.454,0.04,0.0311,0.0103,0.0712,0.836,120.045,258867.0,Huey Lewis & The News - Stuck With You,34045730.0
Back Like That,Ghostface Killah,spotify:track:677QqBbO6jNmvtFCjOO7to,0.718,0.663,8.0,-5.154,0.19,0.013,0.0,0.0631,0.488,95.728,242000.0,Ghostface Killah - Back Like That ft. Ne-Yo,10474726.0
Back Like That - Remix,Ghostface Killah,spotify:track:26E0bdbWy3ekgAMmHN9HlF,0.724,0.675,5.0,-5.373,0.131,0.00535,0.0,0.0341,0.496,95.522,241667.0,Ghostface Killah - Back Like That ft. Ne-Yo,5563358.0
Back One Day (Outro Song),TheFatRat-NEFFEX,spotify:track:435BEnoOXQWHrgqSoMTxB3,0.541,0.659,10.0,-6.061,0.0371,0.0564,3.19e-06,0.148,0.186,72.567,231724.0,TheFatRat & NEFFEX - Back One Day (Outro Song),3353278.0
Back That Up To The Beat - demo version,Madonna,spotify:track:5ZQ2slXNqImBi0SdomcjYN,0.912,0.61,2.0,-7.029,0.168,0.0584,0.0,0.0431,0.763,113.941,211476.0,Madonna - Back That Up To The Beat (Demo Version) (Official Audio),7165771.0
Back That Up To The Beat - sped up version,Madonna,spotify:track:1ZvGlbx6sESozg3imglt83,0.946,0.762,11.0,-6.957,0.105,0.125,0.000673,0.0393,0.949,125.398,192282.0,madonna - back that up to the beat (sped up),2915378.0
Back To Black,Amy Winehouse,spotify:track:3FAclTFfvUuQYnEsptbK8w,0.403,0.422,7.0,-13.964,0.0373,0.134,2.05e-05,0.0861,0.378,122.728,241293.0,Amy Winehouse - Back To Black,694280349.0
Back To Life,Rascal Flatts,spotify:track:7Lr4XaxGpkAwa37IVgg22k,0.467,0.701,4.0,-4.997,0.0302,0.191,0.0,0.0769,0.28,132.041,214219.0,Rascal Flatts - Back To Life (Lyric Video),73574277.0
Back To The Crib,Juelz Santana,spotify:track:3PtlDRj2jzwDnAfLgvqaSd,0.485,0.874,8.0,-0.656,0.35,0.012,0.0,0.109,0.573,190.032,264920.0,Juelz Santana - Back To The Crib ft. Chris Brown,
Back To You,X Ambassadors-Lost Frequencies-Elley Duhé,spotify:track:3K00Ib1shkOEiAXU5pec6e,0.679,0.548,0.0,-7.495,0.0298,0.234,0.0,0.189,0.413,115.954,155909.0,"Lost Frequencies, Elley Duhé, X Ambassadors - Back To You (Official Video)",18636008.0
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,0.601,0.724,6.0,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905.0,Selena Gomez - Back To You (13 Reasons Why),912140889.0
Back for Good - Radio Mix,Take That,spotify:track:6vcdzohhBSbNdsZBh5IRpQ,0.601,0.504,5.0,-9.761,0.0284,0.31,0.0,0.137,0.564,78.986,242267.0,Take That - Back for Good (Official Video),199151796.0
Back on the Chain Gang - 2007 Remaster,Pretenders,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,0.598,0.901,2.0,-6.081,0.0359,0.116,0.0401,0.178,0.814,153.24,231120.0,Pretenders - Back on the Chain Gang (Official Music Video),77676515.0
Back to School,Lofi Fruits Music-Chill Fruits Music,spotify:track:4btvAUybx3rZrqjty29yGw,0.565,0.0377,1.0,-24.894,0.0324,0.935,0.938,0.0946,0.0647,122.652,141625.0,Back To School [Lofi Fruits Release] lofi mix,3085001.0
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.683,0.53,5.0,-4.918,0.142,0.207,0.0,0.394,0.645,75.016,190428.0,"Louis Tomlinson - Back to You (Official Video) ft. Bebe Rexha, Digital Farm Animals",543251515.0
Back to the Old House - 2011 Remaster,The Smiths,spotify:track:6LUGvXEAK8WxIBYK43uoTb,0.626,0.488,2.0,-7.805,0.0253,0.0102,0.000188,0.141,0.404,104.13,186627.0,The Smiths - Back To The Old House (Official Audio),52172595.0
Back to the Streets (feat. Jhené Aiko),Saweetie,spotify:track:3MEruRteiUZXkStfTlZqRn,0.865,0.792,4.0,-4.207,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189496.0,Saweetie - Back to the Streets (feat. Jhené Aiko) [Official Music Video],106198719.0
Backburner,NIKI,spotify:track:4kkWvBCT6wq5NHoJjYRaPU,0.571,0.56,7.0,-9.086,0.0582,0.0502,0.00662,0.145,0.226,167.929,236533.0,NIKI -  Backburner (Official Lyric Video),8283314.0
Backlight,Ado,spotify:track:3WY0iazRPHOlIq6CdbKLZ6,0.564,0.896,10.0,-3.875,0.108,0.000387,8.17e-06,0.374,0.713,145.023,237667.0,【Ado】逆光（ウタ from ONE PIECE FILM RED）,53295724.0
Backstabber,Kesha,spotify:track:4GRFzKI7jTZ3kbMfouc7bn,0.6,0.939,7.0,-1.794,0.19,0.0666,6.18e-06,0.34,0.833,159.941,186840.0,Ke$ha - Backstabber Official Music Video,141685551.0
Bad,Don Diablo,spotify:track:1T4U8Q2DRfs6OUg8DEsRZf,0.791,0.738,0.0,-5.197,0.0732,0.406,0.00826,0.159,0.666,123.927,169911.0,Don Diablo - Bad ft. Zak Abel | Official Music Video,89271022.0
Bad (feat. Rihanna) - Remix,Wale,spotify:track:5yhKaacMZGRo4s6evJx9vk,0.807,0.702,6.0,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038,238827.0,Wale ft Rihanna - Bad [Music Video],92938118.0
Bad At Love,Halsey,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0.0,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,181279.0,Halsey - Bad At Love,540947457.0
Bad Bad News,Leon Bridges,spotify:track:7FxzgizJRGTQ3fxUqfvljg,0.783,0.629,5.0,-6.152,0.0607,0.231,0.000536,0.0881,0.7,111.978,207307.0,Leon Bridges - Bad Bad News (Official Video),80190287.0
Bad Boy,Cascada-Red Velvet,spotify:track:1p5jgCAGFDBIBs6ZbWIMvA,0.666,0.978,11.0,-5.118,0.0925,0.0149,0.0444,0.222,0.63,139.991,191843.0,Cascada - Bad Boy,42190812.0
Bad Boy (with Young Thug),Young Thug,spotify:track:43CIWpJaJHRcI4mUSjqgc2,0.697,0.674,1.0,-6.326,0.0533,0.00215,0.0,0.138,0.198,81.535,157355.0,Juice WRLD - Bad Boy ft. Young Thug (Directed by Cole Bennett),191361120.0
Bad Boy - KYANU Remix,Cascada,spotify:track:2lJH4C6NxZYbO4djd0hQqP,0.514,0.74,0.0,-5.627,0.0432,0.000514,3.2e-06,0.138,0.487,149.973,160238.0,Cascada - Bad Boy (KYANU Mix),2832574.0
Bad Boy for Life,Diddy,spotify:track:2eOuL8KesslTLQERQPu11D,0.669,0.829,1.0,-3.801,0.49,0.179,0.0,0.241,0.61,118.934,253067.0,P. Diddy [feat. Black Rob & Mark Curry] - Bad Boy 4 Life (Official Music Video),102111311.0
Bad Chick,CRO,spotify:track:1hkne8FgcV3ChQq13G9mQ2,0.775,0.684,6.0,-3.23,0.069,0.223,0.0,0.647,0.599,102.029,217278.0,CRO - Bad Chick (Official Version),77490198.0
Bad Company,Five Finger Death Punch,spotify:track:7uIF6RDrW2PwvvYEMkanr8,0.558,0.886,11.0,-4.196,0.0482,0.000595,9.91e-05,0.0904,0.171,114.041,262440.0,Five Finger Death Punch- Bad Company,282625979.0
Bad Decisions (with BTS & Snoop Dogg),Snoop Dogg-benny blanco-BTS,spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,0.762,0.861,0.0,-3.296,0.0955,0.0185,0.0,0.264,0.955,120.048,172714.0,"benny blanco, BTS & Snoop Dogg - Bad Decisions (Official Music Video)",172373567.0
Bad Girl,Daya,spotify:track:0Q0U4Z2zjSOGoI5aeZz6n6,0.683,0.694,2.0,-5.868,0.0387,0.231,1.42e-05,0.0717,0.239,101.981,186569.0,Daya - Bad Girl (Official Music Video),39493685.0
Bad Girl - JVKE Remix,Daya,spotify:track:5RL2Bu8rn2WiyWh9h8bPHt,0.834,0.662,5.0,-6.179,0.0407,0.522,9.07e-05,0.14,0.718,115.999,166223.0,Daya - Bad Girl (JVKE Remix),21556828.0
Bad Girlfriend,Theory of a Deadman,spotify:track:5m7on0zpnmeAXy72ANrmfU,0.504,0.957,0.0,-2.657,0.0529,0.00298,0.0,0.187,0.676,135.013,205627.0,Theory of a Deadman - Bad Girlfriend [OFFICIAL VIDEO],170137910.0
Bad Girls,Donna Summer-M.I.A.,spotify:track:1ibRqifchaAfeNdQGpbRVW,0.857,0.7,2.0,-14.506,0.0358,0.00387,0.0164,0.411,0.973,120.529,295107.0,Donna Summer: Bad girls (Official Video),57598129.0
Bad Girls Club,Falling In Reverse,spotify:track:5NSdMmd2LnvgDcpLiKeKeD,0.533,0.924,2.0,-2.697,0.154,0.0139,0.0,0.487,0.756,174.002,221730.0,"Falling In Reverse - ""Bad Girls Club""",48425832.0
"Bad Gyal (feat. Skillibeng, Jucee Froot & Tommy Lee) [Divas]",Vybz Kartel,spotify:track:2EzOnr5nMY6fO8OOEu19D1,0.539,0.707,9.0,-10.265,0.144,0.443,7.02e-06,0.11,0.356,102.062,232941.0,"Bad Gyal (feat. Skillibeng, Jucee Froot & Tommy Lee) [Divas] - Official Audio",5115928.0
Bad Habit,The Kooks-Steve Lacy,spotify:track:3huV7eiNpaQlCB3LbZi9bB,0.733,0.882,0.0,-4.199,0.0389,0.051,9.92e-06,0.131,0.854,123.071,221413.0,The Kooks - Bad Habit,128147576.0
Bad Habit - Sped Up,Steve Lacy,spotify:track:4i7HqWsN7iJzsXpsW5h1nb,0.709,0.679,9.0,-4.828,0.0588,0.808,4.61e-05,0.428,0.852,102.653,191336.0,Bad habit - Steve lacy (sped up),36549314.0
Bad Habits,Ed Sheeran,spotify:track:3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11.0,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,Ed Sheeran - Bad Habits [Official Video],1401517917.0
Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],Tion Wayne,spotify:track:0VcgLoEMA06AKqPxxj2YQs,0.726,0.818,11.0,-6.238,0.319,0.229,0.0,0.0544,0.679,140.042,222496.0,Ed Sheeran – Bad Habits Feat. Tion Wayne & Central Cee (Fumez The Engineer Remix) [Official Video],40204782.0
Bad Habits - MEDUZA Remix,MEDUZA,spotify:track:12N23tQKmfGcEO0z8ObwtM,0.609,0.8,11.0,-5.102,0.0337,0.0992,0.00132,0.0887,0.192,126.031,194332.0,Ed Sheeran - Bad Habits [Meduza Remix],55171099.0
Bad Idea,Dove Cameron,spotify:track:6azVi5ToFHo6KfKs6SstAC,0.802,0.628,7.0,-6.576,0.122,0.0311,0.000232,0.262,0.625,96.97,155681.0,Dove Cameron - Bad Idea (Music Video),15064524.0
Bad Karma (feat. Joan Jett),Joan Jett & the Blackhearts,spotify:track:47KegqqrzpKw0jdHFWqtNb,0.82,0.568,4.0,-6.963,0.0538,0.0301,0.0092,0.169,0.478,113.941,188200.0,Joan Jett & the Blackhearts - I Hate Myself for Loving You (Official Video),33587742.0
Bad Liar,Imagine Dragons,spotify:track:2RSHsoi04658QL5xgQVov3,0.383,0.637,3.0,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773.0,Imagine Dragons - Bad Liar (Official Music Video),831122837.0
Bad Medicine,Bon Jovi,spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,0.555,0.973,9.0,-3.804,0.035,0.048,0.0,0.0853,0.805,118.642,316707.0,Bon Jovi - Bad Medicine,144299907.0
Bad Memories (feat. Elley Duhé & FAST BOY),Elley Duhé-James Carter-MEDUZA,spotify:track:3rb0tMq42WfggucPm0HHkA,0.607,0.767,5.0,-6.069,0.0474,0.118,0.0,0.122,0.662,123.998,148629.0,"MEDUZA, James Carter - Bad Memories ft. Elley Duhé, FAST BOY",149174546.0
Bad Memories - Acoustic,James Carter,spotify:track:38Z2ZEs6tW8D0AnM0AVSxP,0.636,0.518,5.0,-7.626,0.0295,0.841,0.000442,0.14,0.639,124.014,141331.0,"MEDUZA, James Carter - Bad Memories ft. Elley Duhé, FAST BOY",795561.0
Bad Memories - Felix Jaehn Remix,Felix Jaehn-James Carter-MEDUZA,spotify:track:04R4oiYD4NU6ZkdwlaJSep,0.671,0.791,1.0,-7.352,0.215,0.0454,0.0185,0.0354,0.383,138.032,149565.0,"MEDUZA, James Carter - Bad Memories ft. Elley Duhé, FAST BOY (Felix Jaehn Remix)",11471926.0
Bad Memories ft Elley Duhe and FAST BOY - David Guetta Remix,Elley Duhé-James Carter,spotify:track:39zdHn7yXzrVB4zZLN4Zsh,0.387,0.827,10.0,-3.544,0.0471,0.0621,0.012,0.0737,0.135,125.001,244930.0,"MEDUZA, James Carter - Bad Memories ft. Elley Duhé, FAST BOY",2273443.0
Bad Moon Rising,Creedence Clearwater Revival,spotify:track:20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2.0,-5.973,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600.0,Creedence Clearwater Revival - Bad Moon Rising (Official Lyric Video),568442546.0
Bad Omens,5 Seconds of Summer,spotify:track:2ovVwEXwcRYuIfnfJedGnQ,0.493,0.772,1.0,-6.315,0.051,6.45e-05,1.85e-05,0.0925,0.412,133.973,215734.0,5 Seconds of Summer - Bad Omens (Official Music Video),18451047.0
Bad Reputation,Thin Lizzy-Joan Jett & the Blackhearts,spotify:track:6MQOIEl0hPBaMf4r521xJR,0.396,0.8,1.0,-12.787,0.0534,0.0044,0.231,0.241,0.825,124.408,186653.0,Thin Lizzy - Bad Reputation,7327415.0
Bad Romance,Lady Gaga,spotify:track:0SiywuOBRcynK0uKGWdCnn,0.696,0.921,0.0,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573.0,Lady Gaga - Bad Romance (Official Music Video),879720666.0
Bad Things,Cults-I Prevail,spotify:track:1caFMoQlQyF5JHvfPNe49E,0.289,0.731,1.0,-6.866,0.0554,0.374,0.316,0.292,0.289,113.618,218560.0,Cults - Bad Things,24507672.0
Bad Things (with Camila Cabello),Machine Gun Kelly,spotify:track:1PSBzsahR2AKwLJgx8ehBj,0.697,0.691,2.0,-4.757,0.146,0.214,0.0,0.185,0.305,137.853,239293.0,"Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video)",615784555.0
Bad and Boujee (feat. Lil Uzi Vert),Migos,spotify:track:0M9ydKzuF3oZTfYYPfaGX1,0.926,0.666,11.0,-5.314,0.244,0.0611,0.0,0.123,0.168,127.079,343150.0,Migos - Bad and Boujee ft Lil Uzi Vert [Official Video],847911334.0
"Bad, Bad Leroy Brown",Jim Croce,spotify:track:1O0xeZrBDbq7HPREdmYUYK,0.697,0.676,7.0,-10.742,0.0402,0.706,0.0,0.0824,0.852,148.072,182240.0,Jim Croce - Bad Boy Leroy Brown-HQ,88377813.0
Badd,Ying Yang Twins,spotify:track:1Epb6Kfe3GTgKrrWs1Y4Wy,0.585,0.697,1.0,-6.126,0.357,0.0339,0.0,0.255,0.402,133.177,225187.0,Ying Yang Twins - Badd (feat. Mike Jones & Mr. Collipark) (Official Music Video),31672675.0
Baddest,2 Chainz,spotify:track:33N9JGkr9McbbPEMgUjqPj,0.712,0.703,4.0,-6.174,0.199,0.0287,0.0,0.13,0.452,89.024,202247.0,"Yung Bleu, Chris Brown & 2 Chainz - Baddest (Official Video)",45882546.0
Badfish,Sublime,spotify:track:4paJ10JPNCyOaLtz2cY928,0.801,0.548,11.0,-5.482,0.0516,0.0854,0.000232,0.387,0.627,92.059,188086.0,Sublime - Badfish (Official Video),141112026.0
Badge,Cream,spotify:track:08xsXR637CEqbxJmpFcuSA,0.596,0.575,4.0,-14.254,0.04,0.449,0.000104,0.0839,0.745,107.573,164707.0,Cream - Badge - Video,19645300.0
Badtameez Dil,Benny Dayal,spotify:track:4eu27jAU2bbnyHUC3G75U8,0.806,0.932,2.0,-2.228,0.0684,0.24,0.0,0.216,0.792,106.021,252760.0,"Badtameez Dil Full Song HD Yeh Jawaani Hai Deewani | PRITAM | Ranbir Kapoor, Deepika Padukone",31720462.0
Bag End,Howard Shore,spotify:track:4qaxeVzW69AqS6HHeMZaYC,0.377,0.0475,2.0,-23.78,0.04,0.876,0.545,0.311,0.114,104.002,275560.0,Howard Shore - Dreaming of Bag End (Music Video),7065608.0
Bag Lady,Erykah Badu,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,0.724,0.416,5.0,-8.964,0.0841,0.365,0.0,0.0969,0.578,151.181,348893.0,Erykah Badu - Bag Lady,24932855.0
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",Ludwig van Beethoven-Ludwig van Beethoven-Lang Lang,spotify:track:3zLTPuucd3e6TxZnu2dlVS,0.289,0.0306,9.0,-30.79,0.0446,0.987,0.911,0.102,0.118,125.61,212067.0,Beethoven - Für Elise,16274382.0
Bags,Clairo,spotify:track:6UFivO2zqqPFPoQYsEMuCc,0.742,0.546,1.0,-7.694,0.0315,0.172,0.38,0.115,0.868,104.996,260520.0,"Clairo - ""Bags"" (Recorded Live for World Cafe)",165137692.0
Bagsakan,Parokya Ni Edgar,spotify:track:5v3gtW2EjxOuCe3akCiBlD,0.78,0.945,7.0,-5.731,0.101,0.227,1.19e-05,0.327,0.662,135.037,207933.0,Parokya ni Edgar feat. Francis M and Gloc-9 - Bagsakan (Official Music Video),20685138.0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,spotify:track:2zjGJ0dChMR0KxBZS15aqo,0.883,0.525,2.0,-8.054,0.0633,0.189,0.0,0.0971,0.312,99.978,174100.0,"Mustard - Baguettes In The Face (Lyrics) ft. NAV, Playboi Carti, A Boogie wit da Hoodie",300321980.0
Bagulho Louco,Kotim-Mc Paiva ZS,spotify:track:04vzhKfl5HtPEgrdZJCZ7L,0.531,0.464,0.0,-9.882,0.346,0.814,1.57e-06,0.133,0.643,170.085,124238.0,MC Paiva - Bagulho Louco - Caminhou Comigo Como Combinado (Love Funk) DJ Kotim,72853866.0
Bahut Pyar Karte Hai - Female Version,Anuradha Paudwal,spotify:track:64bX3WWzjUomaRfPcQvCNn,0.452,0.49,4.0,-11.685,0.0397,0.658,5.71e-06,0.167,0.724,123.669,265667.0,Bahut Pyar Karte Hain Tumko Sanam Anuradha Paudwal   Saajan 1080p HD,14701995.0
Baila,Soolking,spotify:track:3t52Hs4LPHYt1OeUSliFpP,0.678,0.832,11.0,-5.122,0.148,0.287,0.000308,0.0678,0.887,191.979,145067.0,Soolking feat Kendji - Baila [Clip Officiel],10755005.0
Baila Baila Baila - Remix,J Balvin,spotify:track:7mWFF4gPADjTQjC97CgFVt,0.785,0.572,2.0,-7.504,0.123,0.0598,0.0,0.218,0.49,100.016,235284.0,"Ozuna - Baila Baila Baila (Remix) Feat. Daddy Yankee, J Balvin, Farruko, Anuel AA (Audio Oficial)",372911410.0
Baila Conmigo,Tiësto,spotify:track:3KruoUtSkm84Az0bJunnxl,0.652,0.855,7.0,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250.0,Tiësto - Baila Conmigo (Official Lyric Video),32419330.0
Baila Conmigo (with Rauw Alejandro),Selena Gomez,spotify:track:079Ey5uxL04AKPQgVQwx5h,0.823,0.544,5.0,-7.132,0.0715,0.0215,0.00315,0.0966,0.664,149.903,186088.0,"Selena Gomez, Rauw Alejandro - Baila Conmigo (Official Video)",428556842.0
Baila Esta Cumbia,Selena,spotify:track:3lFGBrRWUxpTfhhq6lGBRw,0.711,0.803,0.0,-4.58,0.124,0.52,8.37e-06,0.0987,0.787,182.92,161907.0,Selena - Baila Esta Cumbia (Live From Astrodome),75782936.0
Baila Mi Corazón,Belanova,spotify:track:0GB4zJkbXdXBbdJPgudwDx,0.626,0.715,5.0,-4.604,0.0274,0.0152,0.0509,0.205,0.362,132.019,215680.0,Belanova - Baila Mi Corazón,24075636.0
Baila Morena,Lucenzo,spotify:track:4dNRA8hrqj7XJvFhGSQsKe,0.483,0.916,1.0,-3.728,0.144,0.0156,0.0,0.319,0.721,129.79,184217.0,Lucenzo - Baila Morena [Official Video] HD,128973859.0
"Baila Morena (with Luny Tunes, Noriega) - Remix",Hector & Tito,spotify:track:4qbi9JDziBh3cxi9SFUbeu,0.786,0.819,0.0,-5.062,0.108,0.207,0.0,0.0969,0.775,94.002,187080.0,,128973859.0
Baila Morena - Live,Hector & Tito,spotify:track:6GXtIudxkU3OHFOmd0o613,0.804,0.54,4.0,-12.861,0.0682,0.196,0.0,0.123,0.799,93.997,154667.0,,
Baila Pa Mi,Lucenzo,spotify:track:2GS9AEoOjgbztBfIbCJ2mr,0.853,0.619,5.0,-5.842,0.154,0.499,0.0124,0.102,0.755,94.988,160421.0,Lucenzo - Baila Pa Mi (Official Video),21287178.0
Baila Para Mi,La Mosca Tse-Tse,spotify:track:2vwJC3c69M9B8WJpVUoKix,0.758,0.913,9.0,-4.182,0.0421,0.0794,0.00106,0.289,0.968,152.629,205387.0,La Mosca Tse-Tse - Baila Para Mi,13418498.0
Baila para Mi,Standly,spotify:track:2KxfFzjyd5mpJu66s66w2S,0.833,0.503,0.0,-10.672,0.0851,0.225,0.000583,0.116,0.818,98.037,164323.0,Standly - Baila Para Mí (Prod. Big Cvyu),23651542.0
Bailamos,Lucenzo,spotify:track:0qY5r0ghjNwFos5BObMTbn,0.682,0.781,11.0,-4.957,0.119,0.299,4.66e-05,0.113,0.568,193.877,173196.0,Lucenzo - Bailamos (Official Video),34465964.0
Bailando,Standly,spotify:track:0kRJ3rwE3rTDJGnGO4HmoD,0.821,0.587,10.0,-7.036,0.251,0.531,0.0,0.0937,0.565,95.041,224842.0,Bailando - El Jordan 23 / Standly (Prod.BigCvyu) (OfficialVideo),90543463.0
